1	0.4524
2	0.3872
3	0.7720
4	0.8311
5	0.6587
6	0.4178
7	0.2479
8	0.6429
9	0.3474
10	0.6800
11	0.1159
12	0.8801
13	0.8809
14	0.7326
15	0.3275
16	0.3200
17	0.5891
18	0.2954
19	0.6902
20	0.4448
21	0.2826
22	0.0149
23	0.8571
24	0.4959
25	0.0100
26	0.4732
27	0.7523
28	0.5404
29	0.3841
30	0.3914
31	0.4317
32	0.6477
33	0.9803
34	0.8081
35	0.1190
36	0.9304
37	0.2942
38	0.3959
39	0.9753
40	0.5823
41	0.0463
42	0.8775
43	0.9149
44	0.1816
45	0.2471
46	0.8758
47	0.9958
48	0.2980
49	0.2731
50	0.8942
51	0.9865
52	0.7374
53	0.1448
54	0.3573
55	0.9722
56	0.7645
57	0.3177
58	0.5093
59	0.4334
60	0.2433
61	0.6397
62	0.0241
63	0.3970
64	0.0584
65	0.9437
66	0.8247
67	0.9711
68	0.8130
69	0.6274
70	0.4455
71	0.4473
72	0.0953
73	0.1498
74	0.2589
75	0.3740
76	0.9694
77	0.2178
78	0.1543
79	0.3791
80	0.3106
81	0.4182
82	0.3879
83	0.0949
84	0.3094
85	0.2713
86	0.0934
87	0.9184
88	0.2943
89	0.3504
90	0.9593
91	0.7142
92	0.0311
93	0.8060
94	0.2348
95	0.3274
96	0.8952
97	0.8753
98	0.3706
99	0.6637
100	0.9944
101	0.4382
102	0.6475
103	0.9779
104	0.9039
105	0.8260
106	0.1699
107	0.3227
108	0.5744
109	0.3130
110	0.4251
111	0.2373
112	0.0317
113	0.6853
114	0.9749
115	0.7753
116	0.7937
117	0.2260
118	0.8618
119	0.5106
120	0.0183
121	0.4853
122	0.6044
123	0.2003
124	0.4448
125	0.9721
126	0.2937
127	0.6805
128	0.4855
129	0.9866
130	0.8825
131	0.1602
132	0.3504
133	0.2462
134	0.8766
135	0.4696
136	0.5250
137	0.7907
138	0.9135
139	0.6245
140	0.4146
141	0.6157
142	0.3171
143	0.9125
144	0.7507
145	0.7214
146	0.2705
147	0.5937
148	0.5009
149	0.2429
150	0.1494
151	0.6009
152	0.8508
153	0.9936
154	0.5803
155	0.1409
156	0.7931
157	0.3655
158	0.1220
159	0.5806
160	0.5346
161	0.7657
162	0.3343
163	0.1631
164	0.2937
165	0.1720
166	0.8897
167	0.3622
168	0.5238
169	0.8325
170	0.2706
171	0.0209
172	0.0289
173	0.4133
174	0.7007
175	0.2186
176	0.5535
177	0.6235
178	0.0203
179	0.3272
180	0.6140
181	0.7845
182	0.8515
183	0.8194
184	0.2188
185	0.6837
186	0.5771
187	0.4438
188	0.8624
189	0.1326
190	0.5297
191	0.1691
192	0.9901
193	0.9088
194	0.2116
195	0.2293
196	0.0857
197	0.7020
198	0.7181
199	0.5566
200	0.4454
201	0.2600
202	0.4224
203	0.2610
204	0.2911
205	0.6894
206	0.1666
207	0.8841
208	0.3290
209	0.9463
210	0.7871
211	0.8786
212	0.8786
213	0.4523
214	0.2449
215	0.9335
216	0.4749
217	0.9470
218	0.8029
219	0.4095
220	0.2210
221	0.9779
222	0.3392
223	0.0946
224	0.9936
225	0.2908
226	0.4554
227	0.8416
228	0.1647
229	0.9496
230	0.7244
231	0.1699
232	0.9957
233	0.6625
234	0.2077
235	0.6394
236	0.0239
237	0.3899
238	0.1728
239	0.8867
240	0.3646
241	0.5096
242	0.9378
243	0.7596
244	0.1911
245	0.5366
246	0.4133
247	0.6213
248	0.9310
249	0.9153
250	0.6988
251	0.0134
252	0.5819
253	0.6701
254	0.7908
255	0.0023
256	0.3797
257	0.3520
258	0.6407
259	0.2528
260	0.1342
261	0.6341
262	0.3679
263	0.2590
264	0.0666
265	0.9802
266	0.6421
267	0.2526
268	0.2990
269	0.0201
270	0.7875
271	0.3789
272	0.1575
273	0.8881
274	0.2026
275	0.1106
276	0.7817
277	0.7652
278	0.0388
279	0.1893
280	0.7062
281	0.1046
282	0.7336
283	0.6625
284	0.3304
285	0.8621
286	0.9174
287	0.0951
288	0.8350
289	0.0489
290	0.6745
291	0.5574
292	0.1254
293	0.2273
294	0.0641
295	0.1712
296	0.2347
297	0.1673
298	0.5504
299	0.2636
300	0.5502
301	0.8951
302	0.6871
303	0.1982
304	0.1317
305	0.7236
306	0.2324
307	0.8315
308	0.9067
309	0.6173
310	0.2833
311	0.2568
312	0.5806
313	0.1004
314	0.4151
315	0.8333
316	0.5712
317	0.6729
318	0.5321
319	0.1363
320	0.6051
321	0.5483
322	0.9850
323	0.5119
324	0.9652
325	0.9773
326	0.2337
327	0.5431
328	0.8358
329	0.7822
330	0.4335
331	0.9812
332	0.1247
333	0.5528
334	0.0659
335	0.4730
336	0.0424
337	0.0992
338	0.3965
339	0.9223
340	0.4341
341	0.1155
342	0.9001
343	0.9444
344	0.5889
345	0.4990
346	0.5792
347	0.4379
348	0.2376
349	0.6329
350	0.1259
351	0.2004
352	0.2446
353	0.6494
354	0.8158
355	0.9084
356	0.4620
357	0.0206
358	0.1049
359	0.9047
360	0.0182
361	0.0380
362	0.3469
363	0.4208
364	0.5885
365	0.2114
366	0.3632
367	0.5760
368	0.6563
369	0.1956
370	0.0242
371	0.1649
372	0.1753
373	0.2555
374	0.4809
375	0.2163
376	0.7507
377	0.9303
378	0.8351
379	0.6013
380	0.2575
381	0.0078
382	0.9158
